respondent_id,village_block,membership_duration_months,membership_duration,shg_meetings_attended_monthly,engagement_level,scheme_awareness_count,awareness_score,household_income_increase_percent,satisfaction_level,future_program_confidence,referral_likelihood,savings_participation,credit_participation,agricultural_intervention,livestock_activity,nonfarm_enterprise,didi_ki_rasoi,producer_groups,vo_participation,barrier_lack_of_info,barrier_access_difficulty,barrier_inadequate_capital,barrier_poor_market,barrier_skill_gap,barrier_family_opposition
252,Block B,43,56,3,active,7,7,52,5,5,7,0,1,1,1,0,1,0,1,0,0,0,1,0,0
253,Block D,22,57,3,active,10,10,59,4,5,7,1,0,0,1,1,0,1,1,0,0,0,0,0,0
254,Block A,20,22,3,active,7,7,29,5,4,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0
255,Block A,46,13,4,active,10,10,31,4,5,9,1,1,1,1,1,1,1,1,0,0,0,0,1,0
256,Block A,45,16,3,active,8,8,54,5,4,7,1,1,1,1,0,0,1,0,0,0,0,0,0,0
257,Block B,14,13,4,active,9,9,30,4,4,10,1,1,1,0,1,1,1,1,0,0,1,0,0,0
258,Block A,17,58,3,active,10,10,22,5,5,8,1,1,0,1,1,1,1,1,1,0,0,0,1,0
259,Block A,38,54,3,active,9,9,47,4,5,8,1,0,0,1,0,1,1,1,0,0,0,0,0,0
260,Block A,51,50,4,active,10,10,52,4,5,9,0,1,0,1,1,1,0,1,0,0,0,0,1,0
261,Block D,17,46,4,active,8,8,59,5,4,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0
262,Block D,18,24,3,active,6,6,58,4,4,8,1,1,1,1,1,1,0,1,0,0,0,0,0,0
263,Block A,50,32,3,active,8,8,24,5,4,7,0,1,1,1,1,1,1,1,1,0,0,0,1,0
264,Block D,44,52,4,active,6,6,51,5,5,7,1,1,1,1,0,1,1,1,0,0,0,1,0,0
265,Block A,55,50,4,active,10,10,54,5,5,10,1,1,1,1,1,1,1,1,1,1,0,0,0,1
266,Block B,49,34,4,active,7,7,48,4,5,7,0,1,1,0,1,0,1,1,0,0,0,0,0,0
267,Block B,58,52,3,active,7,7,53,4,5,9,0,1,0,1,1,0,1,1,0,0,0,0,0,0
268,Block B,16,25,3,active,7,7,54,4,4,8,1,1,1,0,1,1,1,0,0,0,0,0,0,0
269,Block D,20,28,4,active,9,9,38,5,4,10,0,0,1,1,1,1,1,0,0,0,0,1,0,0
270,Block C,19,52,4,active,8,8,21,5,4,7,1,1,0,1,1,1,1,1,0,0,0,0,0,0
271,Block C,9,26,3,active,10,10,38,5,4,10,1,0,1,0,1,1,1,0,0,0,1,1,0,0
272,Block C,48,47,3,active,8,8,28,5,4,9,0,1,0,1,1,1,1,1,0,0,0,0,0,0
273,Block C,42,30,3,active,7,7,24,4,4,8,1,1,1,1,1,1,1,1,0,0,1,0,0,0
274,Block A,10,22,4,active,6,6,25,4,4,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0
275,Block B,16,18,3,active,6,6,48,4,5,10,1,1,1,1,1,1,1,0,0,1,0,0,0,1
276,Block A,16,39,3,active,7,7,40,4,4,8,0,1,1,1,1,1,0,0,0,0,0,0,0,0
277,Block C,28,32,3,active,10,10,42,4,4,8,1,1,0,0,0,1,1,1,0,0,0,0,0,0
278,Block B,31,26,4,active,8,8,50,4,4,8,1,0,1,1,1,0,0,1,0,1,1,0,0,0
279,Block C,21,46,3,active,10,10,42,4,4,7,1,1,1,1,1,0,0,1,0,0,0,0,0,0
280,Block C,57,6,3,active,6,6,45,4,5,8,1,1,1,1,1,1,0,1,0,0,0,1,0,0
281,Block B,17,11,3,active,6,6,23,5,4,7,0,1,1,1,0,0,1,1,0,0,0,0,0,0
282,Block A,36,58,3,active,10,10,54,5,4,7,1,1,0,1,1,0,1,1,0,1,0,0,1,0
283,Block D,30,42,4,active,6,6,38,5,4,8,1,1,1,1,1,1,1,1,0,0,0,0,1,0
284,Block B,27,36,3,active,6,6,26,4,5,7,1,1,1,1,1,1,1,1,0,0,0,0,0,0
285,Block A,51,6,3,active,8,8,53,4,5,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1
286,Block B,59,38,4,active,10,10,50,4,4,10,0,1,0,1,0,0,1,1,0,0,0,0,0,0
287,Block D,6,29,3,active,9,9,22,4,4,7,1,0,1,1,0,1,1,1,0,1,0,0,0,0
288,Block B,31,38,4,active,6,6,27,5,4,7,0,1,1,1,1,1,1,1,0,0,0,0,0,0
289,Block D,12,8,4,active,10,10,20,5,4,7,1,0,0,0,0,1,1,1,0,1,0,0,0,1
290,Block B,29,36,3,active,10,10,31,4,5,9,1,1,1,1,1,1,1,1,0,0,0,0,0,0
291,Block D,39,37,4,active,10,10,24,4,5,8,1,1,0,1,1,0,0,1,0,0,0,0,0,0
292,Block C,28,21,3,active,10,10,49,4,5,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0
293,Block A,23,8,4,active,7,7,41,4,4,7,0,1,1,1,1,0,1,1,0,0,0,1,0,0
294,Block C,23,59,3,active,10,10,60,5,4,8,0,0,1,1,1,0,1,1,0,0,0,0,1,0
295,Block B,22,45,4,active,7,7,50,5,4,8,0,1,0,0,1,0,1,1,0,1,0,0,0,1
296,Block A,23,40,4,active,10,10,45,5,4,8,1,1,1,1,0,1,1,0,1,0,0,0,0,0
297,Block C,26,48,4,active,8,8,40,5,5,9,1,0,1,1,1,0,1,0,0,0,0,0,0,0
298,Block A,43,42,3,active,9,9,22,5,4,10,1,1,1,1,1,1,1,1,0,0,0,0,0,0
299,Block C,11,13,3,active,9,9,22,5,4,8,1,1,1,1,1,1,0,1,1,0,0,0,0,0
300,Block D,8,31,3,active,9,9,45,5,5,10,0,1,1,1,1,0,1,1,0,0,0,0,0,0
301,Block D,26,59,3,active,4,4,14,3,4,8,1,1,0,0,1,1,0,0,0,0,0,0,0,0
302,Block D,52,34,2,active,4,4,21,4,4,7,0,0,0,0,0,0,1,1,1,0,0,0,1,1
303,Block B,53,39,3,active,5,5,11,4,3,7,1,1,1,0,0,1,0,1,1,0,0,0,0,0
304,Block C,33,60,2,active,5,5,25,4,4,7,1,0,1,1,1,0,1,0,0,0,0,0,0,0
305,Block A,23,33,2,active,4,4,10,4,4,6,0,0,0,0,1,1,1,1,0,0,0,0,0,1
306,Block B,25,8,2,moderate,7,7,30,3,4,8,0,0,1,0,1,1,0,1,1,1,0,0,0,1
307,Block A,56,19,3,moderate,6,6,27,4,4,5,0,0,0,1,1,0,0,0,0,1,0,1,0,0
308,Block D,9,40,2,active,7,7,22,3,3,5,0,1,1,1,0,0,1,1,0,0,0,1,0,1
309,Block B,9,53,2,moderate,5,5,29,4,4,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0
310,Block C,9,39,3,active,5,5,26,4,4,8,0,1,1,0,0,0,1,0,0,0,1,0,0,0
311,Block A,54,28,2,active,7,7,12,4,4,8,1,1,1,0,0,1,0,0,0,1,1,0,0,0
312,Block D,10,23,3,active,4,4,25,4,4,7,0,0,0,1,0,1,0,0,0,0,1,1,0,1
313,Block C,57,43,3,active,5,5,17,3,3,6,0,0,0,0,1,0,1,1,1,0,0,1,0,0
314,Block A,16,55,2,active,7,7,27,3,4,6,1,1,1,1,0,1,0,1,0,1,0,0,0,0
315,Block B,36,21,3,moderate,5,5,28,4,4,6,0,1,0,1,0,0,1,0,0,0,1,0,0,0
316,Block A,59,36,2,active,7,7,30,3,3,6,0,1,0,1,0,0,1,1,0,1,1,0,0,0
317,Block A,12,29,2,moderate,5,5,19,4,3,6,1,0,1,0,1,0,0,1,0,0,0,0,1,1
318,Block A,21,19,3,active,5,5,14,4,4,5,1,1,0,1,0,0,0,1,0,0,0,0,0,0
319,Block C,46,28,2,moderate,7,7,12,3,3,6,1,0,0,1,0,1,0,1,0,0,0,0,0,1
320,Block D,50,10,2,moderate,4,4,13,4,3,8,0,1,1,1,0,0,1,1,0,0,0,0,0,0
321,Block C,55,35,2,active,7,7,30,4,4,7,0,0,0,0,1,1,0,1,0,0,1,0,0,1
322,Block C,7,11,3,active,4,4,22,4,3,5,1,1,0,1,0,0,0,0,0,0,1,0,0,1
323,Block A,48,32,2,moderate,5,5,17,3,4,6,1,0,0,1,1,1,1,1,0,1,1,0,1,0
324,Block A,23,55,2,moderate,6,6,19,3,4,6,1,1,0,1,0,0,1,0,1,0,0,1,0,0
325,Block A,36,14,3,moderate,6,6,13,3,3,6,1,0,1,1,0,0,0,0,0,0,0,0,0,1
326,Block D,55,19,2,active,7,7,21,3,3,7,0,1,1,0,0,0,1,0,1,0,1,0,0,0
327,Block C,55,45,2,moderate,7,7,18,3,3,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0
328,Block D,16,55,2,active,6,6,26,3,3,7,1,1,0,1,0,0,1,1,0,1,0,0,0,0
329,Block D,31,58,3,active,6,6,10,3,3,6,1,0,0,1,0,0,1,1,0,0,0,0,1,1
330,Block A,21,12,3,moderate,5,5,29,3,4,5,0,0,0,1,1,1,0,0,0,1,0,0,1,0
331,Block C,39,19,3,moderate,7,7,11,4,4,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0
332,Block C,51,60,2,moderate,6,6,18,4,4,8,0,0,1,0,0,1,0,0,1,0,1,1,0,0
333,Block C,23,33,3,moderate,4,4,17,4,4,7,1,0,0,1,0,1,1,1,1,1,0,0,0,0
334,Block C,12,51,3,active,7,7,25,3,3,7,0,1,1,1,0,0,1,0,0,0,0,0,0,0
335,Block B,9,6,3,moderate,5,5,23,4,3,7,1,1,1,0,0,1,0,0,1,0,0,0,0,1
336,Block A,8,12,2,active,5,5,14,4,4,8,0,1,0,0,0,0,1,1,0,0,0,1,0,0
337,Block D,26,17,3,active,5,5,20,3,4,8,1,0,1,1,0,1,0,0,0,1,0,1,1,1
338,Block C,59,10,2,active,7,7,21,4,3,5,1,0,1,0,0,1,1,0,1,0,0,0,0,1
339,Block D,19,54,3,moderate,5,5,19,3,3,6,0,1,0,0,1,1,1,0,0,0,1,0,1,0
340,Block A,28,50,3,active,5,5,10,4,3,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0
341,Block A,43,27,2,active,4,4,13,3,3,6,1,1,1,0,1,1,0,1,0,0,0,1,0,1
342,Block D,42,10,2,moderate,5,5,20,4,3,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0
343,Block D,20,11,3,moderate,4,4,15,3,3,5,0,1,1,1,1,0,1,0,0,0,0,0,0,0
344,Block D,12,20,2,moderate,6,6,21,4,4,5,1,1,1,1,0,0,0,1,0,0,0,0,1,1
345,Block B,14,45,3,moderate,7,7,13,4,3,6,1,0,1,1,0,0,1,1,0,0,0,1,0,1
346,Block D,18,50,3,active,5,5,25,3,3,7,1,0,0,1,1,1,0,0,1,0,0,0,1,0
347,Block A,10,35,2,moderate,7,7,13,3,4,7,0,0,0,0,0,1,0,1,1,1,0,0,0,0
348,Block D,31,55,3,moderate,7,7,23,3,3,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0
349,Block B,41,57,3,moderate,4,4,27,3,3,5,0,1,1,0,1,1,0,0,0,1,0,0,1,1
350,Block A,43,48,2,moderate,6,6,17,3,4,8,0,0,1,0,1,1,1,1,0,0,0,0,0,0
351,Block C,55,10,2,active,6,6,12,4,4,7,0,0,1,1,0,1,1,0,0,0,0,0,1,1
352,Block B,22,54,2,active,5,5,10,4,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
353,Block A,42,55,2,moderate,7,7,17,4,3,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0
354,Block C,54,36,3,active,5,5,12,4,4,8,0,0,1,0,1,0,0,1,1,0,1,0,0,0
355,Block D,7,38,3,active,4,4,28,4,3,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0
356,Block B,48,48,3,active,6,6,30,3,4,8,0,1,0,0,0,0,1,1,0,1,1,0,1,1
357,Block D,10,38,2,moderate,4,4,30,4,3,6,0,0,1,0,0,1,0,0,0,1,0,1,0,0
358,Block C,36,24,3,moderate,5,5,29,3,3,8,1,0,1,1,1,1,1,1,1,0,0,0,0,1
359,Block A,51,44,3,moderate,6,6,22,4,3,6,1,1,1,1,1,1,0,0,0,0,0,1,0,0
360,Block B,31,49,3,moderate,6,6,16,3,3,6,1,0,0,0,0,0,0,1,1,1,0,0,0,1
361,Block D,36,13,2,moderate,5,5,19,3,4,7,1,1,0,1,1,1,1,0,1,0,1,0,1,1
362,Block A,40,43,3,moderate,5,5,15,3,3,6,1,1,0,1,0,1,0,0,0,0,1,0,0,0
363,Block D,37,15,3,active,4,4,27,4,3,5,1,1,0,0,1,0,1,0,0,1,1,0,1,1
364,Block C,46,37,2,moderate,5,5,19,4,4,8,1,0,0,0,0,0,1,1,0,0,0,0,0,0
365,Block C,53,11,3,active,6,6,18,4,3,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0
366,Block C,13,60,2,active,6,6,24,3,3,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1
367,Block C,28,42,3,active,5,5,17,4,4,6,1,0,0,1,1,1,0,1,0,0,1,1,0,1
368,Block C,52,31,3,moderate,4,4,17,4,3,8,1,0,0,0,1,1,1,1,1,0,0,0,0,0
369,Block C,26,33,3,moderate,6,6,14,3,4,7,1,1,0,0,1,0,0,0,0,1,1,1,1,1
370,Block C,32,40,3,moderate,6,6,11,4,3,8,1,1,1,1,0,0,1,0,0,1,0,0,0,0
371,Block C,46,12,2,moderate,4,4,10,4,3,8,0,0,0,0,0,0,1,1,0,0,0,0,1,0
372,Block B,57,34,3,moderate,6,6,18,3,3,5,0,1,0,1,0,0,1,1,0,1,1,0,0,0
373,Block B,19,45,2,active,4,4,30,3,3,8,1,1,0,0,0,0,1,0,0,1,0,1,0,0
374,Block D,58,20,3,moderate,5,5,15,3,4,8,1,1,0,0,0,1,1,1,0,0,1,0,0,0
375,Block D,45,32,2,moderate,6,6,23,4,3,7,1,1,1,0,1,1,0,0,0,1,0,1,0,0
376,Block C,7,24,2,moderate,6,6,16,4,4,8,1,1,0,0,1,1,1,0,0,1,0,1,0,0
377,Block B,53,14,3,active,6,6,16,4,4,8,1,0,0,0,1,1,1,0,0,1,1,0,1,0
378,Block C,27,59,2,active,7,7,13,4,3,7,1,0,1,1,0,0,0,0,1,1,0,1,1,0
379,Block C,21,38,3,moderate,4,4,21,3,4,6,0,1,0,1,0,1,1,0,0,0,1,1,0,1
380,Block B,34,27,3,active,7,7,23,3,4,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0
381,Block A,37,24,2,active,5,5,17,3,3,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1
382,Block C,35,43,2,active,5,5,21,3,4,7,1,1,1,1,1,0,1,1,1,1,0,1,0,1
383,Block B,9,11,3,active,7,7,19,4,3,8,0,0,0,0,1,0,1,1,0,0,0,0,0,0
384,Block A,51,37,3,active,5,5,15,4,3,8,1,0,0,1,0,0,0,1,0,0,1,1,0,1
385,Block D,24,18,2,moderate,4,4,24,4,3,6,0,1,0,1,0,0,1,0,0,0,1,1,1,1
386,Block C,13,54,3,moderate,6,6,21,4,3,5,0,0,1,1,1,0,0,1,1,1,0,0,0,0
387,Block A,37,49,3,moderate,6,6,11,3,3,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0
388,Block A,40,47,2,active,6,6,20,4,4,8,1,1,1,1,0,0,0,1,0,0,0,0,1,0
389,Block C,11,14,3,active,4,4,18,3,3,7,0,1,1,1,1,0,1,0,1,0,0,1,0,0
390,Block D,57,10,3,active,6,6,26,4,3,5,1,0,0,0,1,1,0,1,0,0,1,1,0,0
391,Block B,39,31,2,active,4,4,16,4,3,5,0,1,0,1,0,1,0,0,0,1,0,1,1,1
392,Block D,60,25,3,active,6,6,30,4,4,6,0,0,0,0,1,0,1,1,1,0,0,1,0,1
393,Block A,42,45,3,moderate,6,6,22,4,4,6,0,1,1,0,1,1,0,0,0,0,0,0,0,1
394,Block C,6,45,3,moderate,7,7,12,3,4,5,1,0,1,1,0,0,0,0,1,0,0,1,0,1
395,Block D,17,27,2,moderate,7,7,18,4,4,6,1,1,0,1,0,0,0,1,1,1,1,0,1,0
396,Block D,59,14,2,active,4,4,28,4,4,6,1,0,0,0,1,0,1,0,1,0,0,0,0,0
397,Block A,36,23,2,active,4,4,15,4,4,5,1,0,1,0,1,0,1,1,1,0,0,0,0,0
398,Block C,12,33,3,active,6,6,24,3,4,5,1,0,0,0,0,1,1,1,0,0,0,0,0,0
399,Block A,10,19,3,active,7,7,26,3,4,7,1,0,0,0,0,0,0,1,0,1,0,0,0,1
400,Block A,35,23,2,moderate,4,4,24,4,4,8,1,0,0,0,1,1,0,1,0,1,0,1,0,0
401,Block D,38,19,3,active,5,5,11,3,3,8,0,1,0,0,0,1,1,1,1,1,1,0,0,0
402,Block C,19,9,3,moderate,5,5,17,4,4,7,0,1,1,1,0,1,0,1,0,0,0,1,1,0
403,Block A,16,39,2,moderate,5,5,17,3,4,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0
404,Block D,39,60,2,active,6,6,17,4,3,8,1,1,0,0,0,0,0,1,0,1,0,1,1,0
405,Block D,29,58,2,active,5,5,28,3,4,8,0,1,0,0,1,1,0,1,0,0,1,0,1,0
406,Block A,8,57,3,active,5,5,10,4,4,6,0,1,1,0,1,1,0,0,0,1,0,1,1,0
407,Block A,9,42,2,active,7,7,21,3,4,6,1,0,0,0,0,0,1,0,1,1,0,0,1,0
408,Block A,19,47,3,moderate,5,5,30,4,4,5,1,0,0,0,1,0,0,0,0,1,1,0,0,0
409,Block D,37,9,3,moderate,4,4,28,3,4,8,0,1,0,0,0,1,1,1,0,1,0,0,1,1
410,Block C,22,17,3,moderate,7,7,22,4,4,8,0,0,1,0,0,1,0,0,0,0,1,0,0,0
411,Block C,6,44,2,moderate,5,5,30,3,4,5,0,0,1,1,0,1,1,1,0,0,1,0,0,0
412,Block B,56,60,3,active,7,7,18,4,4,7,0,1,1,1,1,1,1,1,1,0,1,0,0,0
413,Block B,44,55,2,active,7,7,22,4,3,6,1,0,0,0,1,0,1,1,0,0,0,0,0,0
414,Block C,38,40,2,active,6,6,21,4,3,7,1,1,1,0,1,0,0,0,0,0,0,1,0,0
415,Block A,19,11,2,active,4,4,10,3,3,5,0,0,0,0,0,1,1,1,0,0,1,0,1,0
416,Block C,44,59,3,moderate,7,7,10,3,4,8,0,1,1,0,0,1,0,1,0,1,0,0,0,1
417,Block A,58,23,3,active,6,6,28,3,4,6,0,1,0,1,0,0,1,0,0,0,0,0,0,1
418,Block D,43,8,2,active,5,5,13,3,4,8,0,1,0,1,1,1,1,0,0,1,0,0,0,0
419,Block A,22,48,2,active,7,7,17,4,4,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0
420,Block A,27,15,3,active,7,7,23,4,4,7,1,1,0,0,1,0,1,1,0,0,0,0,0,0
421,Block B,57,22,3,moderate,7,7,22,3,4,6,0,0,0,0,1,1,1,0,0,0,1,0,0,0
422,Block B,6,43,2,active,4,4,20,4,4,8,1,1,1,0,0,0,1,0,1,0,0,0,1,0
423,Block C,18,59,2,active,6,6,30,3,3,7,0,1,1,1,0,0,0,0,0,0,0,0,1,1
424,Block D,11,55,3,active,5,5,26,4,4,7,1,0,1,0,0,1,0,0,0,0,1,0,0,0
425,Block C,41,14,3,moderate,4,4,29,3,3,5,0,0,0,0,1,0,1,0,0,0,0,1,0,0
426,Block B,31,15,2,moderate,5,5,23,4,4,7,0,0,0,0,1,0,1,1,1,0,0,0,0,0
427,Block C,13,50,3,moderate,4,4,30,3,4,5,1,1,0,0,0,1,0,0,0,0,0,1,1,0
428,Block C,57,23,3,active,4,4,22,3,3,6,1,1,0,0,1,0,0,1,1,0,0,0,0,0
429,Block A,36,10,2,active,6,6,21,3,3,5,0,0,0,0,0,1,0,0,1,0,0,0,1,0
430,Block A,19,38,3,moderate,6,6,27,3,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0
431,Block A,58,42,3,active,5,5,28,4,3,7,1,1,1,0,1,0,0,1,1,0,0,1,0,0
432,Block A,44,60,2,active,4,4,11,4,4,5,1,0,0,1,1,1,0,1,0,1,0,0,0,0
433,Block D,13,32,2,moderate,7,7,29,3,4,7,1,1,1,0,0,0,0,1,1,0,0,0,0,1
434,Block B,51,49,2,active,6,6,24,3,4,8,0,0,1,0,1,1,1,0,1,1,0,1,0,0
435,Block B,9,35,2,active,6,6,28,4,4,5,0,0,0,1,1,1,0,0,0,1,0,0,1,0
436,Block B,55,56,3,moderate,4,4,25,4,4,7,0,0,1,0,1,1,0,1,0,0,0,0,0,1
437,Block B,27,32,3,active,4,4,29,3,3,6,0,1,0,1,1,0,0,0,1,0,0,0,1,0
438,Block C,22,43,3,active,4,4,15,4,3,6,1,1,0,1,0,0,0,1,0,0,1,0,0,0
439,Block A,8,58,3,active,4,4,13,4,3,7,1,0,1,0,0,1,0,0,1,0,0,1,0,0
440,Block C,57,54,2,moderate,7,7,14,4,3,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0
441,Block D,36,28,3,active,5,5,15,4,3,7,1,0,0,1,0,1,0,1,1,0,0,0,0,0
442,Block D,39,33,2,active,6,6,14,3,3,5,1,0,0,0,0,1,1,1,0,1,0,0,1,1
443,Block B,52,38,2,moderate,7,7,19,3,3,7,1,1,1,0,0,0,0,1,1,0,0,1,0,0
444,Block D,33,12,2,moderate,7,7,14,4,4,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0
445,Block A,21,18,3,moderate,5,5,13,3,4,6,0,0,1,0,0,1,0,0,1,1,0,0,0,0
446,Block A,48,45,3,active,5,5,20,3,4,8,0,0,1,1,0,1,0,1,0,0,1,1,0,0
447,Block B,35,9,2,active,5,5,26,4,4,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0
448,Block A,19,39,3,moderate,4,4,12,3,4,6,0,0,1,1,0,1,0,0,0,0,1,1,0,0
449,Block B,52,32,3,moderate,7,7,20,4,3,6,0,0,1,1,1,1,0,0,0,0,1,1,1,0
450,Block D,50,32,2,active,6,6,23,3,3,5,0,0,1,1,1,0,0,1,1,1,0,0,0,1
451,Block D,19,52,3,moderate,5,5,24,3,3,8,0,0,0,0,0,0,1,0,0,0,0,1,0,1
452,Block B,41,21,3,active,6,6,12,3,4,6,1,0,0,1,0,1,0,1,0,0,0,1,1,1
453,Block B,56,49,2,moderate,6,6,25,3,4,7,1,1,0,1,0,1,0,0,1,0,0,0,1,1
454,Block B,49,49,3,moderate,4,4,10,4,4,6,0,0,1,1,1,1,0,1,0,0,1,0,0,1
455,Block A,16,60,3,active,6,6,14,4,4,8,1,0,1,1,1,0,0,1,0,0,0,1,0,1
456,Block A,53,51,3,moderate,7,7,16,4,3,7,0,0,1,1,1,1,1,1,0,0,0,0,0,0
457,Block D,9,33,2,moderate,6,6,27,4,4,6,0,1,1,0,1,1,0,1,0,0,0,0,1,0
458,Block C,39,26,2,active,6,6,14,3,4,8,1,1,0,1,0,1,0,0,1,0,1,0,0,0
459,Block C,34,48,3,active,4,4,26,3,4,8,0,1,0,0,0,0,1,1,0,1,0,1,0,0
460,Block B,8,57,2,moderate,6,6,30,4,4,7,0,1,1,0,0,0,0,1,0,1,1,1,1,0
461,Block D,45,21,2,active,7,7,30,3,3,5,0,1,0,0,0,0,0,1,0,1,0,1,0,0
462,Block A,22,26,2,active,5,5,16,4,3,7,0,0,1,1,0,0,1,1,1,0,0,0,0,1
463,Block D,52,33,3,active,6,6,12,4,3,7,1,1,0,1,1,0,1,1,0,1,0,1,1,1
464,Block C,54,11,2,moderate,6,6,14,4,3,6,0,1,0,0,0,1,0,1,1,1,1,0,0,0
465,Block B,38,23,3,active,4,4,26,4,3,5,0,0,1,0,1,0,1,1,0,0,1,0,0,0
466,Block D,40,15,2,moderate,5,5,14,4,4,7,0,0,0,0,0,1,0,1,0,0,0,0,1,0
467,Block B,8,48,2,active,7,7,23,4,3,8,0,0,0,0,0,0,1,1,1,0,0,0,1,0
468,Block B,54,33,2,active,7,7,17,4,4,6,0,0,1,0,1,1,0,0,0,1,0,0,1,0
469,Block C,43,39,3,moderate,5,5,26,3,4,6,1,1,1,1,0,0,1,0,0,1,0,0,0,0
470,Block C,27,10,2,active,5,5,22,3,4,5,1,0,1,0,0,1,0,1,0,1,0,0,0,0
471,Block C,10,37,2,active,7,7,22,4,4,7,0,1,1,0,0,1,0,0,1,0,0,1,0,0
472,Block B,33,45,3,active,4,4,26,3,4,8,1,1,1,0,1,1,0,0,0,1,0,0,0,0
473,Block B,55,43,3,moderate,5,5,30,4,3,8,0,0,0,0,0,0,1,0,0,0,1,1,1,0
474,Block B,53,49,2,active,4,4,17,3,3,6,0,0,0,1,1,0,1,1,0,0,1,0,0,0
475,Block D,11,12,2,active,4,4,21,4,3,5,0,1,1,0,1,1,1,1,1,0,1,0,0,1
476,Block B,47,36,3,active,6,6,23,4,4,6,0,1,0,0,1,0,1,1,0,1,1,0,0,0
477,Block D,10,32,2,active,5,5,27,4,3,8,1,0,1,1,0,1,0,1,0,1,1,0,0,1
478,Block A,26,55,2,active,7,7,20,4,4,5,1,0,1,0,1,0,1,1,0,0,0,1,0,0
479,Block A,30,43,2,moderate,7,7,17,3,3,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0
480,Block B,7,58,3,active,7,7,27,3,3,8,0,1,0,1,1,1,1,0,0,0,0,0,0,1
481,Block A,13,7,2,active,6,6,30,3,4,7,1,0,1,1,0,1,1,0,1,0,1,0,1,1
482,Block D,54,30,2,moderate,6,6,21,3,4,5,0,0,0,1,0,1,0,0,0,1,0,0,1,0
483,Block B,40,44,2,moderate,6,6,12,4,4,5,0,1,0,0,0,0,0,1,0,0,0,1,0,1
484,Block A,49,10,3,active,7,7,16,4,3,6,1,0,1,0,1,1,1,0,0,0,0,0,1,0
485,Block C,37,41,3,active,4,4,19,3,3,7,1,0,0,0,1,1,1,1,0,0,0,1,0,1
486,Block D,30,18,3,active,6,6,24,3,3,8,1,1,0,0,0,0,1,1,0,1,0,1,0,0
487,Block D,7,10,2,moderate,4,4,24,4,3,8,0,0,1,0,0,0,0,0,0,1,1,0,0,1
488,Block A,36,42,2,active,5,5,27,4,3,6,0,0,1,0,1,0,0,1,0,0,0,0,1,1
489,Block D,48,29,2,active,5,5,10,4,4,6,0,1,0,0,1,1,1,1,1,0,1,0,0,1
490,Block B,17,28,3,active,6,6,19,4,4,8,1,1,1,0,1,0,1,1,0,1,0,0,0,1
491,Block D,33,23,3,active,7,7,24,3,4,8,0,0,1,1,0,1,0,1,0,0,1,0,1,0
492,Block C,28,43,2,active,4,4,30,3,3,5,0,0,0,0,1,0,1,1,1,0,0,1,1,0
493,Block C,53,40,3,active,6,6,12,3,3,7,0,1,0,0,1,1,1,1,0,0,0,0,1,0
494,Block D,14,42,3,moderate,4,4,28,3,3,7,1,1,1,0,0,1,1,1,0,1,1,1,0,1
495,Block D,11,49,3,moderate,4,4,10,3,4,5,1,1,0,1,0,0,1,0,0,1,1,0,1,0
496,Block A,17,39,2,moderate,5,5,14,3,4,8,1,1,1,0,0,0,1,1,1,0,1,0,0,0
497,Block C,14,10,3,moderate,6,6,27,4,3,6,0,1,1,1,0,0,1,0,0,0,1,1,0,1
498,Block A,52,14,2,active,4,4,26,3,3,7,1,1,0,0,1,0,0,0,0,0,0,1,1,0
499,Block D,20,60,2,moderate,5,5,30,4,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1
500,Block C,25,21,2,moderate,7,7,22,4,4,7,0,0,0,1,0,1,1,0,0,0,0,0,1,1
501,Block A,20,29,3,moderate,5,5,22,4,4,8,0,1,1,0,0,0,1,0,0,0,1,0,0,0
502,Block B,50,26,3,moderate,7,7,21,4,4,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0
